paper,id,title,abstract,fos,score
Efficient Estimation of Word Representations in Vector Space,2155454737,Classifying Relations by Ranking with Convolutional Neural Networks,"Relation classification is an important semantic processing task for which state-ofthe-art systems still rely on costly handcrafted features. In this work we tackle the relation using convolutional neural network that performs by ranking (CR-CNN). We propose new pairwise loss function makes it easy to reduce impact of artificial classes. perform experiments SemEval-2010 Task dataset, designed classifying relationship between two nominals marked in sentence. Using CRCNN, outperform state-of-the-art dataset and achieve F1 84.1 without any Additionally, our experimental results show that: (1) approach more effective than CNN followed softmax classifier; (2) omitting representation class Other improves both precision recall; (3) only word embeddings as input features enough if consider text target nominals.","Pattern recognition, Pairwise comparison, Precision and recall, Machine learning, Artificial intelligence, Classifier (linguistics), Convolutional neural network, Semantic memory, Ranking, Computer science, Sentence, Softmax function",0
Big Data Framework,2272536022,Redoop infrastructure for recurring big data queries,"This demonstration presents the Redoop infrastructure, first full-fledged MapReduce framework with native support for recurring big data queries. Recurring queries, repeatedly being executed long periods of time over evolving high-volume data, have become bedrock component in most large-scale analytic applications. is comprehensive extension to Hadoop that pushes and optimization queries into Hadoop's core functionality. While backward compatible regular jobs, achieves an order magnitude better performance than workloads. employs innovative window-aware techniques such workloads including adaptive partitioning, cache-aware task scheduling, inter-window caching mechanisms. We will demonstrate Redoop's capabilities on compute cluster against real life click-stream sensor analysis.","Computer science, Data mining, Database, Computer cluster, Scheduling (computing), Backward compatibility, Real-time computing, Big data",0
Novel-word pronunciation within a text-to-speech system,2116818454,Pronunciation-based ASR for names,"To improve the ASR of proper names novel method based on generation pronunciation variants by means phoneme-to-phoneme converters (P2Ps) is proposed. The aim to convert baseline transcriptions into that maximally resemble actual name pronunciations were found in training corpus. has operate cross lingual setting with native Dutch persons speaking and foreign names, names. P2Ps are trained act either conventional G2P-transcriptions or canonical provided human expert. Including produced lexicon recognizer substantially improves recognition accuracy for natives pronouncing but not other investigated combinations.","Proper noun, Speech recognition, Natural language processing, Transcription (linguistics), Lexicon, Pronunciation, Artificial intelligence, Computer science",0
Natural Language Interface Using Shallow Parsing.,1915703799,The NOMAD system: expectation-based detection and correction of errors during understanding of syntactically and semantically ill-formed text,"Most large text-understanding systems have been designed under the assumption that input text will be in reasonably ""neat"" form (for example, newspaper stories and other edited texts). However, great deal of natural language memos, messages, rough drafts, conversation transcripts, etc.) features differ significantly from texts, posing special problems for readers, such as misspelled words, missing poor syntactic construction, unclear or ambiguous interpretation, crucial punctuation, etc. Our solution to these is make use expectations, based both on knowledge surface English world situation being described. These semantic expectations can used figure out unknown words context, constrain possible word senses with multiple meanings (ambiguity), fill (ellipsis), resolve referents (anaphora). This method using aid understanding ""scruffy"" texts has incorporated into working computer program called NOMAD, which understands scruffy domain Navy ship-to-shore messages.","Linguistics, Natural language, Punctuation, Natural language processing, Newspaper, Artificial intelligence, Conversation, Computer program, Syntax, Ambiguity, Computer science",0
Novel-word pronunciation within a text-to-speech system,2527833599,Orthographic Syllable as basic unit for SMT between Related Languages.,"We explore the use of orthographic syllable, variable-length consonant-vowel sequence, as basic unit translation between related languages which abugida or alphabetic scripts. show that syllable level significantly outperforms models trained over other units (word, morpheme and character) when training small parallel corpora.","Computer science, Artificial intelligence, Speech recognition, Natural language processing, Morpheme, Scripting language, Syllable, Orthographic projection",0
Big Data Framework,2014294093,"Same Queries, Different Data: Can We Predict Runtime Performance?","We consider MapReduce workloads that are produced by analytics applications. In contrast to ad hoc query workloads, applications comprised of fixed data flows run over newly arriving sets or on different portions an existing set. Examples such include document analysis/indexing, social media analytics, and ETL (Extract Transform Load). Motivated these we propose technique predicts the runtime performance for set queries running varying input sets. Our prediction splits each into several segments where segment's is estimated using machine learning models. These per-segment estimates plugged global analytical model predict overall runtime. approach uses minimal statistics about (e.g., tuple size, cardinality), which complemented with historical information prior executions execution time). analyze accuracy predictions segment granularities both standard benchmarks as TPC-DS [17], real workloads. obtain less than 25% errors 90% predictions.","Cardinality, Database, Data mining, Social media analytics, Tuple, Search engine indexing, Analytics, Extract, transform, load, Data modeling, Data set, Computer science",0
Big Data Framework,2260553848,Lifetime-based memory management for distributed data processing systems,"In-memory caching of intermediate data and eager combining in shuffle buffers have been shown to be very effective minimizing the re-computation I/O cost distributed processing systems like Spark Flink. However, it has also widely reported that these techniques would create large amount long-living objects heap, which may quickly saturate garbage collector, especially when handling dataset, hence limit scalability system. To eliminate this problem, we propose lifetime-based memory management framework, which, by automatically analyzing user-defined functions types, obtains expected lifetime objects, then allocates releases space accordingly minimize collection overhead. In particular, present Deca, concrete implementation our proposal on top Spark, transparently decomposes groups with similar lifetimes into byte arrays their altogether come an end. An extensive experimental study using both synthetic real datasets shows that, comparing Deca is able 1) reduce time up 99.9%, 2) achieve 22.7x speed terms execution cases without spilling 41.6x speedup spilling, 3) consume 46.6% less memory.","Data mining, Garbage, Computer science, Database, Data processing system, Memory management, Scalability, Speedup, Parallel computing, Heap (data structure), Real-time computing, Garbage collection, In shuffle",0
Novel-word pronunciation within a text-to-speech system,1753200545,The ISLE corpus of non-native spoken English,"For the purpose of developing pronunciation training tools for second language learning corpus non-native speech data has been collected, which consists almost 18 hours annotated signals spoken by Italian and German learners English. The is based on 250 utterances selected from typical exercises. It at word phone level, to highlight errors such as realisation problems misplaced stress assignments. used develop evaluate several diagnostic components, can be produce corrective feedback unprecedented detail learner.","Language transfer, Natural language processing, Speech recognition, Corrective feedback, Computer science, Language acquisition, Comprehension approach, Artificial intelligence, Pronunciation, Phone, Corpus linguistics, Stress (linguistics)",0
Efficient Estimation of Word Representations in Vector Space,2103305545,Dynamic Pooling and Unfolding Recursive Autoencoders for Paraphrase Detection,"Paraphrase detection is the task of examining two sentences and determining whether they have same meaning. In order to obtain high accuracy on this task, thorough syntactic semantic analysis statements needed. We introduce method for paraphrase based recursive autoencoders (RAE). Our unsupervised RAEs are novel unfolding objective learn feature vectors phrases in trees. These features used measure word- phrase-wise similarity between sentences. Since may be arbitrary length, resulting matrix measures variable size. dynamic pooling layer which computes fixed-sized representation from variable-sized matrices. The pooled then as input classifier. outperforms other state-of-the-art approaches challenging MSRP corpus.","Recursion, Machine learning, Pooling, Artificial intelligence, Feature vector, Computer science, Matrix (mathematics), Classifier (linguistics), Syntax, Paraphrase, Pattern recognition",3
Natural Language Interface Using Shallow Parsing.,2030458294,Commercial applications of natural language processing,"Vast quantities of text are becoming available in electronic form, ranging from published documents (e.g., dictionaries, encyclopedias, libraries and archives for information retrieval services), to private databases marketing information, legal records, medical histories), personal email faxes. Online services reaching mainstream computer users. There were over 15 million Internet users 1993, projections 30 1997. With media attention all-time highs, hardly day goes by without new article on the National Information Infrastructure, digital libraries, networked services, convergence or intelligent agents. This is moving natural language processing along critical path all kinds novel applications.","Convergence (routing), Natural language, National Information Infrastructure, Multimedia, Intelligent agent, Natural language processing, Information system, Digital library, World Wide Web, Computer science, Ranging, Artificial intelligence, The Internet",0
Reinforcement Learning in First Person Shooter Games,2470778648,Multistage Temporal Difference Learning for 2048-Like Games,"Szubert and Jaśkowski successfully used temporal difference (TD) learning together with -tuple networks for playing the game 2048. However, we observed phenomenon that programs based on TD still hardly reach large tiles. In this paper, propose multistage (MS-TD) learning, kind of hierarchical reinforcement method, to effectively improve performance rates reaching tiles, which are good metrics analyze strength 2048 programs. Our experiments showed significant improvements over one without using MS-TD learning. Namely, 3-ply expectimax search, program reached 32768-tiles rate 18.31%, while did not any. After further tuned, our 31.75% in 10,000 games, among these games even 65536-tiles, is first ever 65536-tiles knowledge. addition, method can be easily applied other 2048-like such as Threes Based also demonstrated similar improvement, where 6144-tiles 7.83%, only 0.45%.","Artificial intelligence, Machine learning, Computer science, Simulation, Temporal difference learning, Reinforcement learning, Performance improvement, Tuple, Expectiminimax tree, Phenomenon",0
Reinforcement Learning in First Person Shooter Games,2054432309,"Multi-robot systems with agent-based reinforcement learning: evolution, opportunities and challenges","Multi-agent reinforcement learning for multi-robot systems is challenging issue in both robotics and artificial intelligence. With the ever increasing interests theoretical researches practical applications, currently there have been lot of efforts towards providing good solutions to this challenge. However, are still many difficulties scaling up multi-agent systems. This paper presents survey on evolution, opportunities challenges applying agent-based After reviewing some important advances field, problems promising research directions focused on. concluding remark made from perspectives authors.","Management science, Control engineering, Reinforcement learning, Engineering design process, Robot, Simulation, Multi-agent system, Artificial intelligence, Computer science, Robotics",0
Reinforcement Learning in First Person Shooter Games,2035737909,Co-evolution of Shaping Rewards and Meta-Parameters in Reinforcement Learning,"In this article, we explore an evolutionary approach to the optimization of potential-based shaping rewards and meta-parameters in reinforcement learning. Shaping is frequently used increase learning performance learning, with regards both initial convergence speed. provide additional knowledge agent form richer reward signals, which guide high-rewarding states. Reinforcement depends critically on few that modulate updates or exploration environment, such as rate α, discount factor future γ, temperature controls trade-off between exploitation softmax action selection. We validate proposed simulation using mountain-car task. also transfer meta-parameters, evolutionarily obtained simulation, hardware, robotic foraging","Artificial intelligence, Machine learning, Robot learning, Genetic algorithm, Learning classifier system, Reinforcement learning, Foraging, Computer science, Action selection, Softmax function",0
Efficient Estimation of Word Representations in Vector Space,2127265454,Word Representations via Gaussian Embedding,"Abstract: Current work in lexical distributed representations maps each word to point vector low-dimensional space. Mapping instead density provides many interesting advantages, including better capturing uncertainty about representation and its relationships, expressing asymmetries more naturally than dot product or cosine similarity, enabling expressive parameterization of decision boundaries. This paper advocates for density-based embeddings presents method learning the space Gaussian distributions. We compare performance on various embedding benchmarks, investigate ability these model entailment other asymmetric explore novel properties representation.","Machine learning, Parametrization, Natural language processing, Cosine similarity, Dot product, Gaussian, Logical consequence, Artificial intelligence, Word embedding, Embedding, Pattern recognition, Computer science",0
Big Data Framework,2296194724,Getting your big data priorities straight: a demonstration of priority-based QoS using social-network-driven stock recommendation,"As we come to terms with various big data challenges, one vital issue remains largely untouched. That is the optimal multiplexing and prioritization of different applications sharing same underlying infrastructure, for example, public cloud platform. Given these demanding necessary practice avoid over-provisioning, resource contention between inevitable. Priority must be given important (or sub workloads in an application) circumstances.  This demo highlights compelling impact could make, using example application that recommends promising combinations stocks purchase based on relevant Twitter sentiment. The consists batch job interactive query, ran simultaneously. Our solution provides unique capability identify differentiate throughout complex Its current implementation Apache Hadoop IBM GPFS distributed storage system. showcases superior query performance achievable by prioritizing its thereby avoiding I/O bandwidth contention. time 3.6 better compared no prioritization. Such within 0.3% idealistic system where runs without conducted around months data, pertinent 100 index, about 1012 potential stock considered.","Data mining, Database, Batch processing, Computer science, Quality of service, Social network, Big data, Cloud computing, Distributed data store, Multiplexing",0
Efficient Estimation of Word Representations in Vector Space,1966443646,Learning to Rank Short Text Pairs with Convolutional Deep Neural Networks,"Learning similarity function between pairs of objects is at the core learning to rank approaches. In information retrieval tasks we typically deal with query-document pairs, in question answering -- question-answer pairs. However, before can take place, such needs be mapped from original space symbolic words into some feature encoding various aspects their relatedness, e.g. lexical, syntactic and semantic. Feature engineering often laborious task may require external knowledge sources that are not always available or difficult obtain. Recently, deep approaches have gained lot attention research community industry for ability automatically learn optimal representation given task, while claiming state-of-the-art performance many computer vision, speech recognition natural language processing. this paper, present convolutional neural network architecture reranking short texts, where text relate them supervised way training data. Our takes only input, thus requiring minimal preprocessing. particular, consider elements pair sentences. We test our system on two popular TREC: Question Answering Microblog Retrieval. model demonstrates strong first beating previous systems by about 3\% absolute points both MAP MRR shows comparable results tweet reranking, enjoying benefits no manual additional parsers.","Learning to rank, Feature vector, Information retrieval, Question answering, Feature engineering, Architecture, Artificial neural network, Computer science, Deep learning, Machine learning, Convolutional neural network, Pattern recognition, Artificial intelligence",0
Efficient Estimation of Word Representations in Vector Space,2741271950,Combining Knowledge with Deep Convolutional Neural Networks for Short Text Classification.,"Text classification is fundamental task in NLP applications. Most existing work relied on either explicit or implicit text representation to address this problem. While these techniques well for sentences, they can not easily be applied short because of its shortness and sparsity. In paper, we propose framework based convolutional neural networks that combines representations classification. We first conceptualize as set relevant concepts using large taxonomy knowledge base. then obtain the embedding by coalescing words top pre-trained word vectors. further incorporate character level features into our model capture fine-grained subword information. Experimental results five commonly used datasets show proposed method significantly outperforms state-of-the-art methods.","Knowledge base, Machine learning, Convolutional neural network, Deep learning, Embedding, Pattern recognition, Computer science, Artificial intelligence",0
Natural Language Interface Using Shallow Parsing.,2009124160,Natural language interfaces using limited semantic information,"In order to analyze their input properly, natural language interfaces require access domain-specific semantic information. However, design considerations for practical systems -- in particular, the desire construct which are readily portable new domains us limit and segregate this We consider here possibility of limiting ourselves characterization structure information domain. This is captured domain schema specifies classes domain, words phrases belong these classes, predicate-argument relationships among members meaningful describe how used by various stages two large processing systems.","Natural language processing, Universal Networking Language, Artificial intelligence, Information schema, Natural language programming, Computer science, Natural language user interface, Language identification, Temporal annotation, Semantic compression, Semantic computing",0
Natural Language Interface Using Shallow Parsing.,2009582169,HANDLING SCOPE AMBIGUITIES IN ENGLISH,"This paper describes program for handling ""scope ambiguities"" in individual English sentences. The operates on initial logical translations, generated by parser/translator, which ""unscoped elements"" such as quantifiers, coordinators and negation are left place to be extracted positioned the scoping program. produces set of valid scoped readings, omitting logically redundant places readings an approximate order preference using domain-independent heuristics. heuristics based information about lexical type each operator ""structural relations"" between pairs operators. need is emphasized; some cases they can decisive general will serve guide use further domain-specific knowledge context discourse. emphasis this discussing several more problematic aspects protocol were encountered during design","Parsing, Negation, Natural language processing, Domain specificity, Operator (computer programming), Heuristics, Artificial intelligence, Computer science",0
Efficient Estimation of Word Representations in Vector Space,1841724727,Effective Use of Word Order for Text Categorization with Convolutional Neural Networks,"Convolutional neural network (CNN) is that can make use of the internal structure data such as 2D image data. This paper studies CNN on text categorization to exploit 1D (namely, word order) for accurate prediction. Instead using low-dimensional vectors input often done, we directly apply high-dimensional data, which leads learning embedding small regions in classification. In addition straightforward adaptation from text, simple but new variation employs bag-ofword conversion convolution layer proposed. An extension combine multiple layers also explored higher accuracy. The experiments demonstrate effectiveness our approach comparison with state-of-the-art methods.","Machine learning, Exploit, Embedding, Categorization, Artificial neural network, Computer science, Convolution, Convolutional neural network, Word order, Pattern recognition, Artificial intelligence",2
Big Data Framework,2024463287,Scuba: diving into data at facebook,"Facebook takes performance monitoring seriously. Performance issues can impact over one billion users so we track thousands of servers, hundreds PB daily network traffic, code changes, and many other metrics. We require latencies under minute from events occuring (a client request on phone, bug report filed, change checked in) to graphs showing those developers' monitors.  Scuba is the data management system uses for most real-time analysis. Scuba fast, scalable, distributed, in-memory database built at Facebook. It currently ingests millions rows (events) per second expires same rate. stores completely in memory servers each with 144 GB RAM. To process query, aggregates all servers. processes almost million queries day. used extensively interactive, ad hoc, analysis that run live data. In addition, workhorse behind Facebook's regression analysis, monitoring, ads revenue debugging.","Row, Computer science, Database, Data mining, Debugging, World Wide Web, Scalability, Internet privacy, Data management, Server, Code (cryptography)",0
Efficient Estimation of Word Representations in Vector Space,1832693441,Convolutional Neural Networks for Sentence Classification,"We report on series of experiments with convolutional neural networks (CNN) trained top pre-trained word vectors for sentence-level classification tasks. show that simple CNN little hyperparameter tuning and static achieves excellent results multiple benchmarks. Learning task-specific through fine-tuning offers further gains in performance. additionally propose modification to the architecture allow use both vectors. The models discussed herein improve upon state art out tasks, which include sentiment analysis question classification.","Machine learning, Hyperparameter, Artificial intelligence, Natural language processing, Architecture, Computer science, Sentiment analysis, Convolutional neural network, Pattern recognition, Sentence",1
Reinforcement Learning in First Person Shooter Games,1522153944,Vision-based reinforcement learning for purposive behavior acquisition,"This paper presents method of vision-based reinforcement learning by which robot learns to shoot ball into goal, and discusses several issues in applying the real with vision sensor. First, ""state-action deviation"" problem is found as form perceptual aliasing constructing state action spaces that reflect outputs from physical sensors actuators, respectively. To cope this, an set constructed such way one consists series same primitive successively executed until current changes. Next, speed up time, mechanism easy missions (or LEM) similar technique ""shaping"" animal implemented. LEM reduces time exponential order size space about linear space. The results computer simulations experiments are given.","Learning classifier system, Q-learning, Control engineering, Temporal difference learning, Simulation, Unsupervised learning, Reinforcement learning, Engineering, Robot learning, Machine learning, Robot control, State space, Artificial intelligence",0
Efficient Estimation of Word Representations in Vector Space,1902674502,Extraction of Salient Sentences from Labelled Documents,"We present hierarchical convolutional document model with an architecture designed to support introspection of the structure. Using this model, we show how use visualisation techniques from computer vision literature identify and extract topic-relevant sentences. also introduce new scalable evaluation technique for automatic sentence extraction systems that avoids need time consuming human annotation validation data.","Natural language processing, Visualization, Sentence extraction, Scalability, Annotation, Artificial intelligence, Architecture, Introspection, Document Structure Description, Salient, Computer science",0
Big Data Framework,2238147262,Recent Developments on Security and Reliability in Large-Scale Data Processing with MapReduce,"The demand to access large volume of data, distributed across hundreds or thousands machines, has opened new opportunities in commerce, science, and computing applications. MapReduce is paradigm that offers programming model an associated implementation for processing massive datasets parallel fashion, by using non-dedicated hardware. It been successfully adopted several academic industrial projects Big Data Analytics. However, since such analytics increasingly demanded within the context mission-critical applications, security reliability frameworks are strongly required order manage sensible information, obtain right answer at time. In this paper, authors present main paradigm, provided Apache with name Hadoop. They illustrate concerns large-scale data infrastructure. review available solutions, their limitations support frameworks. conclude describing undergoing evolution possible issues improvements, which could be challenging research researchers.","Computer science, Data-intensive computing, Data mining, Programming paradigm, Analytics, Software, Big data, Data science, Data processing",0
Novel-word pronunciation within a text-to-speech system,55594375,Articulatory synthesis and perception of plosive-vowel syllables with virtual consonant targets.,"Virtual articulatory targets are concept to explain the different trajectories of primary and secondary articulators during consonant production, as well places tongue-palate contact depending on context vowel, for example in [igi] vs. [ugu]. The virtual tongue tip body apical dorsal plosives assumed lie above palate, bilabial consonants, target is negative degree lip opening. In present study, we discuss its application speech synthesis. particular, examined how location affects acoustics intelligibility synthetic plosive-vowel syllables. It turned out that about 10 mm beyond consonantal closure allow more precise reproduction natural signals than at distance mm. However, found no effect intellegibility consonants.","Intelligibility (communication), Speech recognition, Consonant, Articulatory synthesis, Perception, Speech synthesis, Computer science, Vowel",0
Reinforcement Learning in First Person Shooter Games,1572814100,Minimax search and reinforcement learning for adversarial tetris,"Game playing has always been considered an intellectual activity requiring good level of intelligence This paper focuses on Adversarial Tetris, variation the well-known Tetris game, introduced at 3rd International Reinforcement Learning Competition in 2009 In mission player to complete as many lines possible is actively hindered by unknown adversary who selects falling tetraminoes ways that make game harder for addition, there are boards different sizes and learning ability tested over variety adversaries describes design implementation agent capable improve his strategy against any board size The employs MiniMax search enhanced with Alpha-Beta pruning looking ahead within tree Least-Squares Temporal Difference (LSTD) algorithm appropriate state evaluation function small set features learned strategies exhibit performance wide range adversaries.","Machine learning, Artificial intelligence, Reinforcement learning, Temporal difference learning, Adversarial system, Game tree, Adversary, Computer science, Minimax, Evaluation function, Look-ahead",0
Big Data Framework,2585641484,The Myria Big Data Management and Analytics System and Cloud Services.,,"Analytics, Computer science, myria-, Internet privacy, Cloud computing, Data science, Big data",0
